,osm_type,osm_id,internal_id,query,latlong_score,name_score,name_has_substring,categories_score,address_score,addr_has_substring,confidence
721,node,1335500737,0x130e5bc8d2116de7:0x84636b11b5e51bb,"Brittania, Triq il-Bajja s-Sabiħa 5",0.00012638484877397992,0.59,False,1.0,0.7,False,0.7119996423681452
722,node,4829238375,0x130e5bc9c915b5df:0xce3036941905697e,"kina bakery and confectionery, San Ġużepp, Birżebbuġa",0.00015046212147927637,0.53,False,1.0,0.57,False,0.687499572666968
723,way,321984585,0x130e5bcc05111073:0xac8d8d18f6d83fd9,Birżebbugia,0.011456101560357633,0.15,False,0.0,0.12,False,0.4509668440275466
724,node,1428099596,0x130e5bcf35e6221b:0xf3099cbb7b82a970,"Reno's Bar & Restaurant, Triq San Patrizju 1",0.0003377997187702308,0.42,False,0.0,0.44,False,0.5479990303442888
725,node,3587337139,0x130e5bdad49e9f1f:0xc96e20672dbc0394,"Ministry for Transport & Infrastracture, block B",0.00010375210841091229,0.76,False,0.33,0.18,True,0.7199997078875529
726,node,667270015,0x130e5be1eeccaad3:0x47435843d4286ef7,"RMF, Telgħet Gwardamangia",2.4301851781048875e-05,0.6,True,1.0,0.39,False,0.7994999378877057
727,way,722920588,0x130e5be1f6cdfbe5:0x9511daa47b09ca3a,"Saint James Hospital, Tal-Hotba 3, ZTN 9090, Iż-Żejtun",7.765473033875352e-05,1.0,False,0.84,0.81,False,0.8244997834367228
728,node,4193020912,0x130e5be5497b8ac9:0x9b09b684f67cad42,"avant garde hair and beauty salon, Kottoner Avenue, Fgura",7.197034111456733e-05,0.8,False,1.0,0.55,False,0.7674997998924329
729,way,275876161,0x130e5beb0e54accd:0x70caf1b0724ce34a,"Daniel's Shopping Complex, Ħamrun",0.0003820030323534926,0.47,False,0.86,0.14,False,0.6339989023803358
730,node,7099545157,0x130e5df450a51f75:0xfba1ffb5c42eb053,"C'est La Vie Guesthouse, Triq is-Sajjieda, Wied il-Għajn",0.0002068849438708632,1.0,False,0.36,0.58,False,0.76499940932882
731,way,222724489,0x130fb4127f9897eb:0xb19f676eb0c718b5,"Torri tax-Xlendi, Xlendi, Munxar",9.92310771229936e-05,0.71,False,0.84,0.35,False,0.7144997209754637
732,way,140412841,0x130fb42b43aef929:0xd5a3d76638a6c583,"Il-Qatra, Triq Santu Pietru, GRB 1506, Gharb",0.00010254608951152954,1.0,False,0.25,0.83,False,0.7664997113788509
733,node,6886666379,0x130fb42e66298cd7:0xb9eed1dc911d2739,"Shanti Ghar Gozo B&B, Triq Il Gebla, Tal General, San Lawrenz",8.323851272244857e-05,1.0,False,1.0,0.44,False,0.8219997672722589
734,node,4231437927,0x130fb441d2ee73c1:0xf4fde7f8305d1072,"BELS Busines English Language School, Triq ta Doti, 1721",0.00020811729865357476,0.85,False,1.0,0.67,False,0.7884994057612822
735,node,6874155185,0x130fb4439a28cde9:0x4ad8d2a7b03ace1e,"Tender B&B, Torri",0.00017058217960929444,0.75,True,0.25,0.21,True,0.8104995144215117
736,node,2474165743,0x130fb457fa91eee9:0x4f03095bd5dd0dc4,"Cafe San Martino, Victoria",9.154780172078177e-05,1.0,False,1.0,0.52,True,0.8759997432177395
737,node,325815324,0x130fb457fe51408f:0x8173213c67eafea5,"Museum of Archaeology, Triq Bieb l-Imdina, VCT 1831",0.0001546943114667351,0.89,True,0.83,0.79,False,0.8894995604152223
738,node,6690035085,0x130fb45837a69fa9:0x517f483de26c4dca,"Maldonado Bistro, Mons Vella 18",6.644170377173522e-05,0.86,True,0.5,0.43,False,0.8294998158972577
739,node,4678368790,0x130fb458747baeed:0x878a51497c7b2f0c,"Kafè San Gorg, Pjazza San Ġorġ",0.0003180841555305519,0.96,False,0.63,0.51,False,0.7764990874187746
740,node,6690032485,0x130fb4587490f01f:0x842e125561fc2492,"Tepie’s Coffee Bar, Pjazza San Ġorġ",0.0001562832364659473,1.0,False,0.25,0.38,False,0.7439995558154513
741,node,324400945,0x130fb4598e3182d3:0x88f882bef8d821af,"Ta Dirjanu Supermarket, 21565927",0.0015385903418396092,1.0,False,0.77,0.34,False,0.7939955541814822
742,way,274209981,0x130fb461a74fcf47:0xe54f6f152b876b52,"Munxar Playground, Munxar",5.9110792106211604e-05,1.0,False,1.0,0.67,True,0.8834998371194774
743,node,324401513,0x130fb46ce674259d:0x2d46b8f4a4ac0613,"Ping's Dining (closed), Triq Ix-Xlendi, Xlendi, Munxar",0.011003828396063434,0.27,False,1.0,0.65,False,0.6134681533108821
744,node,2464318554,0x130fb485591593f9:0xcb7ef24de9b1ff2b,"Il-Girna Residence, Triq ta' Skerla 5, VCT 112, Sannat",0.00011722457080459505,1.0,False,1.0,0.66,False,0.8329996688861883
745,way,379531495,0x130fb48a78f96429:0xe1732e3746e8f456,Sannat,0.021210949969185787,0.44,False,0.0,0.36,False,0.5499386047653705
746,node,4762039131,0x130fb4b4b1221ee3:0x5c8bac4e551557d0,"Globetrotters Homestay, Triq ta' Cordina 28",0.0006742418705497328,0.98,False,1.0,0.57,False,0.8224980563795757
747,node,4287113391,0x130fb4c046c05349:0xe8405daf80d2dc3b,"Gozo Chemists Pharmacy, Triq l-Imgarr",4.372470697436216e-05,1.0,False,1.0,0.37,False,0.8184998816605787
748,node,1907045440,0x130fb4cc9a5f0e33:0x3db5e694099d42e2,"Ta' Kenuna, Triq it-Torri ta' Kenuna",0.002780864831308251,0.75,True,0.09,0.39,False,0.7534919579272367
749,way,131244451,0x130fb4d8662c11af:0xd81b90ff8371a4d3,Xagħra,0.004135794769425307,0.22,False,0.0,0.36,False,0.4839880355472931
750,node,6550752583,0x130fb4e3ec3e73d5:0x3eb64f9b26758729,"Bellavista Farmhouses Gozo, Sruġ, 1346, Ix-Xagħra",0.0001981615502571383,1.0,False,0.25,0.58,False,0.7539994345821288
751,node,2180460174,0x130fb4e97804382d:0xf98f1944cf58ccd2,"Cini Tal-Mija, St. Leonard Str NB",0.00018546940448552245,0.6,False,1.0,0.53,False,0.7064994713245584
752,node,330038082,0x130fb4ead2be87b9:0x312e3f57b3313029,"Xewkija Police Station, Triq l-Indipendenza 85, XWK 1028, Ix-Xewkija",2.7537792213585996e-05,1.0,False,1.0,0.75,False,0.8374999285199978
753,node,4874015123,0x130fb4f0c08f64eb:0x7f836e471c3b5c8a,"Arcadia Foodstore, Triq Fortunato Mizzi, Ir-Rabat",0.00019147597760689112,0.82,False,0.88,0.46,False,0.7569994539361597
754,node,3966902002,0x130fb4f0c89f4c1b:0xf6cfa2fc97a7c694,"Mo's Diner, Triq Fortunato Mizzi, VCT2581, Ir-Rabat",6.191946382200301e-05,1.0,False,1.0,0.69,False,0.8344998289886676
755,node,6690032585,0x130fb4f0c959345f:0x57fa09b99de31971,"Mojo’s, Triq Fortunato Mizzi",0.0001370467438517943,1.0,False,1.0,0.73,True,0.886499611503078
756,node,2429274567,0x130fb4f0f56d1123:0xeb8b48e1fbd4deb2,"Orienta Gozo, Fortunato Mizzi St.",3.948721311972885e-05,0.74,True,1.0,0.33,False,0.8384998939276787
757,way,554827647,0x130fb4f42f6cb817:0xbdf28a4ad9f9bbcd,"Triq Għajn Qatet, 2106, Victoria",0.001191108973247412,0.24,False,0.0,0.5,False,0.496996560103569
758,node,6306305098,0x130fb4f5f812ac43:0x71413c3b0978cb0,"Kenneth Sound & Vision, Triq Sir Charles Cameron",0.2891696690901931,0.75,True,1.0,0.43,False,0.8456628924011694
759,node,324401172,0x130fb4f6057a4911:0x469aa850b94a4836,"Victoria Health Centre, Triq Enrico Mizzi, Victoria",0.00016976689901208641,0.54,False,1.0,0.85,False,0.7044995167816634
760,way,279319147,0x130fb4f67f58077f:0x74921e3bbf54a6ec,Triq it-8ta' Diċembru,0.0011106162566928792,0.08,False,0.0,0.38,False,0.4429967931215341
761,node,6303412727,0x130fb4f79dc2c565:0x7bf55319d7503c4c,"deReday Gozo Homes, Triq ir-Repubblika 50, VCT 1016, Ir-Rabat (Victoria)",0.0002788387526885308,0.71,True,0.27,0.79,False,0.7794992010300964
762,node,5107620422,0x130fb4f7c679569b:0x66b5d5e48d43c91c,"Coffee Break, Triq Putirjal",7.100176054261132e-05,0.63,True,0.72,0.57,False,0.789499802696372
763,way,404035321,0x130fb4f7d1fb53bb:0xed73b8ad261ff1a0,Ir-Rabat (Victoria),0.0015059683624952204,0.18,False,0.0,0.27,False,0.467495648618688
764,node,4678386489,0x130fb4f7ec7d3fc1:0xf8cf30fb6958a5c9,"Palm Pharmacy, Triq Palma",7.680527325866996e-05,1.0,False,1.0,0.57,True,0.8784997858958119
765,node,7084454421,0x130fb50bb37b2437:0x3a2a38fca44691f,"Fiftyfour West Boutique Living / B&B, Triq Santu Pietru 54, GRB 1506, Gharb",9.686650608158319e-05,0.94,True,1.0,0.85,False,0.9244997278206486
766,way,371590963,0x130fb5137aed6f2d:0xf5faa4c211a3e871,Marsalforn,0.0046015428924955975,0.31,False,0.0,0.27,False,0.5064866872553663
767,way,431052365,0x130fb51431ef81b3:0xbe21225efe599876,"Nautic Team Gozo, Triq Ir-Rabat, MFN 1211, Marsalforn",4.373547562105984e-05,1.0,False,0.22,0.64,False,0.7539998816294047
768,node,5651281121,0x130fb5143f2f08e7:0xf3b2a572f93226d1,"Scuba Kings Diving Center, Triq Il-Port 46a",7.517792228703173e-05,0.8,False,0.48,0.46,False,0.7109997906068222
769,node,5631431422,0x130fb515a743b8f9:0x3af4bcd1a998abb5,"Latini Wine & Dine, Pjazza il-Vitorja, XRA 1012, Ix-Xagħra",0.00012952949470937107,0.4,False,1.0,0.79,False,0.6594996332647252
770,node,322061350,0x130fb515ba0a7d95:0x87dddc8f32849b78,"Marsalforn Police Station, Triq il-Menqa 22, MFN 1050, Marsalforn",5.805738540384367e-05,1.0,False,0.0,0.73,False,0.7364998401689793
771,node,322061347,0x130fb515bb87c441:0x4e1ade229ca5a2ea,"Smuggler's Cave, Triq il-Menqa 22, Zebbug Ghawdex",0.00019559215219392854,0.9,False,1.0,0.67,False,0.8034994420202664
772,node,4472729511,0x130fb52cc7090049:0x3e167ef18ef017a7,"Ramla Valley Extra Virgin Olive Oil, Triq ta Ghajn Qasab 5",6.681856029327514e-05,1.0,False,0.17,0.48,False,0.7409998148062976
773,way,279319654,0x130fb56852d190fd:0x87d71e4a83b22268,"SPCA, Ir-Rabat (Victoria)",0.017740487152540712,0.09,False,0.36,0.36,False,0.48094865139092985
774,relation,13010742,0x130fb573a0c5e5f3:0xf5f5d2f2d730de7e,"Xwejni Salt Pans, Triq ix-Xwejni",0.006373536564473025,0.72,True,1.0,0.23,False,0.8274815575196922
775,way,221507589,0x130fb5a35f5c5177:0x4736145be2d6981f,"Drew's Sicilia in Bocca | Maxtura Terrace, Triq Marsalforn, Iż-Żebbuġ",0.00033845212807761594,0.52,False,0.72,0.58,False,0.6569990284556323
776,way,584960046,0x130fb5b6cee0d143:0xd235bb22639ab963,"Triq il-Maxrabija, GSR1250, L-Għasri",0.0004807084043219893,0.18,False,0.35,0.81,False,0.5294986166386452
777,way,277968186,0x130fb5bfd2e5435d:0xb6aede1e4936bf2,"San Lawrenz Park, San Lawrenz",0.002187124245178027,0.81,True,1.0,0.47,True,0.9164936767439086
778,way,33779121,0x130fb5caf4bf8409:0x2361ce7906f9971c,"Basilica of the Blessed Virgin Of Ta' Pinu, GRB 104, Gharb",0.0001778906298326638,0.78,False,0.74,0.38,False,0.7269994932643156
779,way,512999017,0x130fb5d1e91c76a9:0xfb7a1cc78aa8bc64,Gharb,0.014282993831609074,0.25,False,0.0,0.2,False,0.48495866047116054
780,node,6886683481,0x130fb5dce43c4ccb:0xe5bd70c226e29f97,"Fieldend B&B, San Pietru street, Gharb",0.00026542465974328523,0.41,False,1.0,0.59,False,0.6524992398624874
781,node,6742582504,0x46b54a5a7d4ed1fd:0x932ad74a3f2e7e60,"domodedovo, Triq l-Isperanza",30.52269136107198,0.38,True,0.29,0.33,False,0.5711400207187698
782,node,4943430964,0x47c0c4973b395b15:0xbc45fd9317e81195,"Go, Paola",17.48910245884983,0.08,True,1.0,0.1,False,0.5783708924535328
783,node,5101337422,0x47c5e37e3bef4933:0xb5e624f5197f65bf,"Black Cat Café, Triq l-Iskola 1",18.852027021240964,0.73,False,0.16,0.3,False,0.5954253689117422
784,node,2826224982,0x48693091a4e3367d:0x4b05e135f5c25f78,Pembroke,24.982879990506135,0.0,False,0.0,0.2,False,0.3376771931219875
785,node,7053248909,0x487604e08939064d:0x59887c6e6e215e84,"REMAX, The Strand",21.381037330057257,0.42,False,0.27,0.21,False,0.5016041495381918
786,way,319355646,0x548f738bddb06171:0x38e8f3741ebb48ed,Victoria,138.17426741522942,0.18,False,0.0,0.32,False,0.07000000823901564
787,node,3344204806,0x808561c18242f01b:0x5733ef6fa6df1bc3,"Topshop, Triq it-Torri",136.5789354927281,1.0,False,1.0,0.17,False,0.41311832669250065
788,node,5894539719,0x80857e9d8d0503f7:0x737666a7b46dddb1,"Cinnabon, The Strand",136.77691597181123,0.67,False,0.25,0.21,False,0.2405451939875863
789,node,5755683222,0x80858066a8b9520d:0x47689ad2e32a0afe,"The Chefs Table, Bajja",136.82157919656285,0.22,False,0.63,0.08,False,0.13691589864023368
790,way,741653866,0x8085808679110299:0x2607188167b0f1ef,"Topaz Hotel, Triq Ċensu Tanti",136.83156651657467,0.3,False,0.64,0.33,False,0.17438698639716949
791,node,2899149614,0x808580884e6635b5:0xd24ceeb04cda0dc9,"Embassy of France, Triq Melita 130",136.92638589095012,0.61,False,1.0,0.26,False,0.299612494261552
792,node,5551754022,0x8085808929ede405:0x572b701792d36541,"Trip Guci Pace, Triq Ġuże' Pace",136.90541170317954,0.53,False,0.24,0.24,False,0.19867321233348523
793,node,6799762216,0x8085809b49ae72d5:0xe8cfb60d1ebe7f27,"Café Jubilee, The Strand",136.92145425676995,0.32,False,0.12,0.23,False,0.12312677082482947
794,way,365452448,0x808580c9dbbd6fcf:0x987a2bfedc89c62,Paola,136.96267474849077,0.2,False,0.35,0.1,False,0.10350744182821697
795,node,7188991293,0x808581108cee81cb:0x34e1a2ad5be73318,110,136.9085765912309,0.12,False,0.15,0.12,False,0.060664050314795104
796,way,773845021,0x808581737ddbce35:0xaca3debf3becf9e4,269,136.79556938832584,0.18,False,0.13,0.14,True,0.12799119430482755
797,way,394540474,0x808581f215b60ebb:0x235abe53a6a07df9,315,136.9862013638489,0.08,False,0.13,0.14,True,0.09743933474634645
798,way,248421395,0x80858500ed50deb3:0x9e6de65d14afcc75,"Information centre and ranger station, Information station, Rama bay",136.79067876661085,0.43,False,0.32,0.34,False,0.1820053521413234
799,way,393558886,0x808f7fd5ab1c02bf:0xf614aab9f5507597,4,136.83190824481517,0.0,False,0.0,0.0,False,0.00388599712978448
800,node,7253124795,0x808f7fd7c4cdb4bb:0x5848b6659c59c9de,148,136.7714211151081,0.17,False,0.0,0.15,True,0.1125611010209462
801,node,7801044885,0x808f80b183b3d067:0x3eaabdb7467e9240,"Cafe Teatro, Triq l-Ordinanza",136.79453443869014,0.96,False,0.72,0.27,False,0.3774941903753842
802,node,6016402085,0x808f9e875b6b5515:0x77313dd482614a13,"Glamour Hair and Nails, San Silvestru",136.74368206465576,1.0,False,1.0,0.26,False,0.4171414026602348
803,way,52162247,0x808fcb67fe995555:0xf96183e928caa7bc,SDC Headquarters,136.41699903964724,0.15,False,0.36,0.25,False,0.09858711572568363
804,node,6644698685,0x80dd4ae5d53cf7db:0xc37525eaf8510bc8,"The Brew, The Strand",132.83904025742908,0.48,False,1.0,0.27,False,0.2729449308215031
805,node,4813878426,0x812611d8e83c1d33:0x413c6b46ee1830fa,"San Quintin Bakery, Triq Ċensu Borg",130.53192855913088,0.34,False,0.22,0.17,False,0.15462377701032373
806,way,342698116,0x8816d3501297c131:0x3c9f57ffc1d42ba5,"Police Garage, Il-Foss Ta'Notre Dame",100.90399907285769,0.51,False,0.33,0.46,False,0.31689352282627337
807,node,7043230414,0x88388a870b71620b:0xe94a08098b3ebeca,"L'Occitan en Provence, The Strand",97.50723367257851,0.98,False,0.8,0.34,True,0.5587268021012675
808,node,6659148697,0x89e3774849653997:0x901bed94ded57df2,"Kebab Factory, Conception street",85.84066039574464,0.55,True,1.0,0.26,False,0.5295003070963025
